stage,subject,config_id,variant_id,aq_model,sigma_min,sigma_max,gamma,q_p10,q_p90,dur_s,cache_path,baseline_path,rate,n_samples,valid_frac,r_dot_x,r_dot_y,r_trk_x,r_trk_y,rms_x,rms_y,prec_x,prec_y,j30,raw_jump_ge3_frac,raw_step_p999_px,raw_speed_p999_px_s,raw_speed_p999_arcmin_s,oculo_valid_frac,oculo_r_dot_x,oculo_r_dot_y,oculo_prec_x,oculo_prec_y,oculo_j30,baseline_valid_frac,baseline_r_dot_x,baseline_r_dot_y,baseline_prec_x,baseline_j30,baseline_raw_jump_ge3_frac,baseline_raw_step_p999_px,baseline_raw_speed_p999_px_s,baseline_raw_speed_p999_arcmin_s,baseline_oculo_r_dot_x,baseline_oculo_prec_x,baseline_oculo_j30,gate_r_dot_x,gate_valid_frac,gate_prec_x,gate_j30,pass_hard_gates,raw_jump_reduction,raw_speed_p999_reduction,oculo_j30_reduction,score,delta_valid_frac,delta_r_dot_x,delta_prec_x,delta_j30,slew_gate,slew_max_deg_s,slew_gate_cost,slew_gate_saccade_p,hypothesis_velocity_cost,hypothesis_velocity_sigma_deg_s,hypothesis_acceleration_cost,hypothesis_acceleration_sigma_deg_s2
prune,Ashton3,constant,constant_sg100_ac1,constant,2.0,2.0,1.0,0.0,1.0,5.0,/Users/ashtonperlroth/Kodiak/gaze-model/cache/people_fov/Ashton3/m4_dpf_physics_aq_constant_sg100_ac1_d5.npz,/Users/ashtonperlroth/Kodiak/gaze-model/cache/people_fov/Ashton3/m4_dpf_physics.npz,15031.283905967452,75144.0,0.974382518897051,0.8995252311474135,nan,0.24068528863032998,0.3709079331590779,8.380965688669026,0.0,3.916158225862244,1.4169616377260061,0.9553879208414635,0.01878857017194222,35.15212453369768,528381.5637639335,251610.26845901596,0.974382518897051,0.9006391416182296,nan,3.203473259322906,0.8859889800081228,0.914119460913037,0.9784318160650372,0.9014367987656342,nan,3.938571557794939,0.8648572085333406,0.023062314702225622,46.929101693048565,705404.6510002308,335906.9766667766,0.9026718585992022,3.1791756166460576,0.7367187404129467,True,True,True,False,False,0.18531290486080162,0.25095253764670655,-0.2407984360499006,-9.623934166504966,-0.004049297167986188,-0.0019115676182207553,-0.022413331932695346,0.09053071230812293,True,100.0,1000000.0,0.25,0.0,80.0,1.0,5000.0
prune,Chong,constant,constant_sg100_ac1,constant,2.0,2.0,1.0,0.0,1.0,5.0,/Users/ashtonperlroth/Kodiak/gaze-model/cache/people_fov/Chong/m4_dpf_physics_aq_constant_sg100_ac1_d5.npz,/Users/ashtonperlroth/Kodiak/gaze-model/cache/people_fov/Chong/m4_dpf_physics.npz,15098.811989100817,75144.0,0.9545539231342489,0.9327645980223042,nan,0.012829907220884649,0.24513636231554417,6.9697273200645755,0.0,5.499317422246306,1.971274321364304,1.1207976674593887,0.031107984523390784,42.74431369914855,645388.3561465903,307327.7886412335,0.9545539231342489,0.9339634454146318,nan,4.535584800236092,1.3635167275353215,0.8295610983938362,0.9604079740380158,0.9343322129106959,nan,5.617280901737775,0.9487382937783284,0.04043321299638989,59.53635318790428,898928.2033008699,428061.0491908904,0.9356520662271203,4.6465877167536105,0.8263959021450873,True,True,True,False,False,0.23063288276971006,0.2820468266801283,-0.003830120939047432,-9.488277820784923,-0.005854050903766894,-0.001567614888391744,-0.11796347949146924,0.17205937368106028,True,100.0,1000000.0,0.25,0.0,80.0,1.0,5000.0
