stage,subject,config_id,aq_model,sigma_min,sigma_max,gamma,q_p10,q_p90,dur_s,cache_path,baseline_path,rate,n_samples,valid_frac,r_dot_x,r_dot_y,r_trk_x,r_trk_y,rms_x,rms_y,prec_x,prec_y,j30,raw_jump_ge3_frac,raw_step_p999_px,raw_speed_p999_px_s,raw_speed_p999_arcmin_s,oculo_valid_frac,oculo_r_dot_x,oculo_r_dot_y,oculo_prec_x,oculo_prec_y,oculo_j30,baseline_valid_frac,baseline_r_dot_x,baseline_r_dot_y,baseline_prec_x,baseline_j30,baseline_raw_jump_ge3_frac,baseline_raw_step_p999_px,baseline_raw_speed_p999_px_s,baseline_raw_speed_p999_arcmin_s,baseline_oculo_r_dot_x,baseline_oculo_prec_x,baseline_oculo_j30,gate_r_dot_x,gate_valid_frac,gate_prec_x,gate_j30,pass_hard_gates,raw_jump_reduction,raw_speed_p999_reduction,oculo_j30_reduction,score,delta_valid_frac,delta_r_dot_x,delta_prec_x,delta_j30
prune,Ashton3,qv_power_s2_6_g0p5,qv_power,2.0,6.0,0.5,0.2965904951095581,0.8045122027397156,1.0,/Users/ashtonperlroth/Kodiak/gaze-model/cache/people_fov/Ashton3/m4_dpf_physics_aq_qv_power_s2_6_g0p5_d1.npz,/Users/ashtonperlroth/Kodiak/gaze-model/cache/people_fov/Ashton3/m4_dpf_physics.npz,15031.283905967452,14544.0,0.9393564356435643,1.0378739659424946e-16,nan,0.033220739649398104,0.7505228835823482,9.013558842977779e-15,0.0,1.1507768920902721,0.8163998845656252,0.0,0.04101734783887092,38.45348077417007,578005.1866892113,275240.56509010063,0.9393564356435643,7.560660299784798e-17,nan,0.8243168900893327,0.6396493059292364,2.4868995751603507e-14,0.940792974986695,nan,nan,1.021238167810378,0.0,0.04406755606017598,49.3034162862021,741093.6477320032,352901.73701523955,nan,0.6320891629789908,0.0,True,True,False,True,False,0.06921664131180508,0.2200645782647007,0.0,-9.710718780423495,-0.001436539343130705,nan,0.1295387242798942,0.0
