kind,method,strip_width,rate,n,valid_frac,jump_ge3_frac,step_p999_px,speed_p999_px_s,speed_p999_arcmin_s,max_ncc_p10,max_ncc_med,ess_frac_med,resampled_frac,multi_hyp_frac,hyp_count_med,hyp_margin_p10,hyp_margin_med,rms_vs_immediate_arcmin,loglog_speed_rate_slope,label,grid_hz,rms_all_arcmin,rms_hf25_arcmin,rms_slow50_arcmin,corr_slow50
rate_point,raw_ref,4,5010.247798178833,,,0.07225871652349672,,346346.55935422034,,,,,,,,,,,,,,,,,
rate_point,raw_ref,8,2490.367292091773,,,0.06218144750254842,,143878.03541570733,,,,,,,,,,,,,,,,,
rate_point,raw_ref,15,1320.321095208463,,,0.04897801774006942,,100931.17360629978,,,,,,,,,,,,,,,,,
rate_point,raw_ref,16,1230.418222554145,,,0.047501032631144156,,95308.96504590481,,,,,,,,,,,,,,,,,
rate_point,raw_ref,32,600.4260301958244,,,0.06022052586938083,,47467.383119639024,,,,,,,,,,,,,,,,,
rate_point,raw_ref,64,300.20196479329775,,,0.1113013698630137,,24397.653016693144,,,,,,,,,,,,,,,,,
rate_slope,raw_ref,,,8,,,,,,,,,,,,,,,0.9520877720591042,,,,,,
rate_point,pf,1,20100.0,,,0.014867550501874167,,646960.9295897702,,,,,,,,,,,,,,,,,
rate_point,pf,2,10050.0,,,0.04548889224724195,,531300.4026229916,,,,,,,,,,,,,,,,,
rate_point,pf,4,5010.247798178833,,,0.06831733198585144,,309666.9632621789,,,,,,,,,,,,,,,,,
rate_point,pf,8,2490.367292091773,,,0.07013251783893985,,179282.11637263512,,,,,,,,,,,,,,,,,
rate_point,pf,15,1320.321095208463,,,0.10219822599305824,,130174.99720845566,,,,,,,,,,,,,,,,,
rate_point,pf,16,1230.418222554145,,,0.09087154068566708,,94705.96864311525,,,,,,,,,,,,,,,,,
rate_point,pf,32,600.4260301958244,,,0.11195928753180662,,41264.42639479593,,,,,,,,,,,,,,,,,
rate_point,pf,64,300.20196479329775,,,0.14726027397260275,,17313.58781971231,,,,,,,,,,,,,,,,,
rate_slope,pf,,,8,,,,,,,,,,,,,,,0.8563753317199841,,,,,,
pair,,,,1999,,,,,,,,,,,,,,,,raw_ref:S1_vs_S15,1000.0,2.3614203344670575,2.347925153031783,0.1117594810749369,0.9997416923506182
pair,,,,1999,,,,,,,,,,,,,,,,raw_ref:S1_vs_S16,1000.0,2.4475402469722223,2.430517293727521,0.15377119170281492,0.9994778462439129
pair,,,,2000,,,,,,,,,,,,,,,,raw_ref:S1_vs_S2,1000.0,1.6652529418268174,1.627442816427472,0.1846248807911383,0.9990217602994584
pair,,,,1999,,,,,,,,,,,,,,,,pf:S1_vs_S15,1000.0,17.217350874108394,9.732384360490736,10.406175296269275,0.036284809867287604
pair,,,,1999,,,,,,,,,,,,,,,,pf:S1_vs_S16,1000.0,16.56900716930391,9.79098443192628,9.036643369906177,0.09137206996162495
pair,,,,2000,,,,,,,,,,,,,,,,pf:S1_vs_S2,1000.0,17.321851751339143,8.585416886157875,10.136085880205387,-0.21408202132035856
pair,,,,659,,,,,,,,,,,,,,,,pf_split:evenodd:S15:f30,660.0,13.545200838558697,6.584957288014997,8.914154720979216,0.47811997054728145
pair,,,,616,,,,,,,,,,,,,,,,pf_split:frameblock:S15:f30,660.0,12.099139526907189,5.4186521451620955,7.984452897949006,0.6377527908597963
pair,,,,1000,,,,,,,,,,,,,,,,pf_split:evenodd:S1:f30,1000.0,18.92131724534906,7.312926510370061,15.557330925924157,-0.7609279750769729
pair,,,,934,,,,,,,,,,,,,,,,pf_split:frameblock:S1:f30,1000.0,12.462884390496118,6.391772611370327,8.10073174735823,0.12741515575088455
