stage,subject,config_id,variant_id,aq_model,sigma_min,sigma_max,gamma,q_p10,q_p90,dur_s,cache_path,baseline_path,rate,n_samples,valid_frac,r_dot_x,r_dot_y,r_trk_x,r_trk_y,rms_x,rms_y,prec_x,prec_y,j30,raw_jump_ge3_frac,raw_step_p999_px,raw_speed_p999_px_s,raw_speed_p999_arcmin_s,raw_jump_return_ge3_frac,oculo_valid_frac,oculo_r_dot_x,oculo_r_dot_y,oculo_prec_x,oculo_prec_y,oculo_j30,baseline_valid_frac,baseline_r_dot_x,baseline_r_dot_y,baseline_prec_x,baseline_j30,baseline_raw_jump_ge3_frac,baseline_raw_step_p999_px,baseline_raw_speed_p999_px_s,baseline_raw_speed_p999_arcmin_s,baseline_raw_jump_return_ge3_frac,baseline_oculo_r_dot_x,baseline_oculo_prec_x,baseline_oculo_j30,gate_r_dot_x,gate_valid_frac,gate_prec_x,gate_j30,pass_hard_gates,raw_jump_reduction,raw_speed_p999_reduction,raw_jump_return_reduction,oculo_j30_reduction,score,delta_valid_frac,delta_r_dot_x,delta_prec_x,delta_j30,slew_gate,lag_ms,hypothesis_transition_sigma_rows,hypothesis_obs_weight,hypothesis_blend_immediate,hypothesis_blend_delta_rows,hypothesis_blend_alpha,hypothesis_blend_saccade_p,slew_max_deg_s,slew_gate_cost,slew_gate_saccade_p,hypothesis_velocity_cost,hypothesis_velocity_sigma_deg_s,hypothesis_acceleration_cost,hypothesis_acceleration_sigma_deg_s2,motion_prior,motion_prior_sigma_rows,motion_prior_tau_ms,motion_prior_ncc_thr
full,Pavel,constant,constant_sg100_mp_s2_tau6,constant,2.0,2.0,1.0,0.0,1.0,,/Users/ashtonperlroth/Kodiak/gaze-model/cache/people_fov/Pavel/m4_dpf_physics_aq_constant_sg100_mp_s2_tau6.npz,/Users/ashtonperlroth/Kodiak/gaze-model/cache/people_fov/Pavel/m4_dpf_physics.npz,14607.191564147628,1008384.0,0.8870955905686723,0.9680428383874486,0.9003438893580722,0.5783154038995248,0.39274803115253376,5.558589299885186,10.354800244700941,2.7131581783590994,3.48723153380842,1.1443854145886831,0.0753241054416974,59.08172658688892,863018.0981952804,410960.99914060975,0.013719077224944892,0.8870955905686723,0.9684944822823475,0.9010627372135257,1.9653357520513128,2.8491513048578754,0.814184413456644,0.8988302075399848,0.9677969558607584,0.8999685214368665,2.584685174933659,1.046096364302699,0.10971860143722738,71.31534706035444,1041716.9359742698,496055.6837972713,0.03574920543710425,0.9681631399589735,1.9744001381229157,0.7566282003876275,True,True,False,False,False,0.31347916893752864,0.17154260587292897,0.6162410588654424,-0.07606934692564991,-9.533995561920955,-0.011734616971312506,0.00024588252669022204,0.12847300342544044,0.09828905028598411,True,1.0,3.0,4.0,False,,,,100.0,1000000.0,0.25,0.0,80.0,0.0,5000.0,True,2.0,6.0,0.2
