stage,subject,config_id,variant_id,aq_model,sigma_min,sigma_max,gamma,q_p10,q_p90,dur_s,cache_path,baseline_path,rate,n_samples,valid_frac,r_dot_x,r_dot_y,r_trk_x,r_trk_y,rms_x,rms_y,prec_x,prec_y,j30,raw_jump_ge3_frac,raw_step_p999_px,raw_speed_p999_px_s,raw_speed_p999_arcmin_s,raw_jump_return_ge3_frac,oculo_valid_frac,oculo_r_dot_x,oculo_r_dot_y,oculo_prec_x,oculo_prec_y,oculo_j30,baseline_valid_frac,baseline_r_dot_x,baseline_r_dot_y,baseline_prec_x,baseline_j30,baseline_raw_jump_ge3_frac,baseline_raw_step_p999_px,baseline_raw_speed_p999_px_s,baseline_raw_speed_p999_arcmin_s,baseline_raw_jump_return_ge3_frac,baseline_oculo_r_dot_x,baseline_oculo_prec_x,baseline_oculo_j30,gate_r_dot_x,gate_valid_frac,gate_prec_x,gate_j30,pass_hard_gates,raw_jump_reduction,raw_speed_p999_reduction,raw_jump_return_reduction,oculo_j30_reduction,score,delta_valid_frac,delta_r_dot_x,delta_prec_x,delta_j30,slew_gate,lag_ms,hypothesis_transition_sigma_rows,hypothesis_obs_weight,hypothesis_blend_immediate,hypothesis_blend_delta_rows,hypothesis_blend_alpha,hypothesis_blend_saccade_p,slew_max_deg_s,slew_gate_cost,slew_gate_saccade_p,hypothesis_velocity_cost,hypothesis_velocity_sigma_deg_s,hypothesis_acceleration_cost,hypothesis_acceleration_sigma_deg_s2,motion_prior,motion_prior_sigma_rows,motion_prior_tau_ms,motion_prior_ncc_thr
full,Pavel,constant,constant_bi_d12_a0p5_sg100_mp_s2_tau6,constant,2.0,2.0,1.0,0.0,1.0,,/Users/ashtonperlroth/Kodiak/gaze-model/cache/people_fov/Pavel/m4_dpf_physics_aq_constant_bi_d12_a0p5_sg100_mp_s2_tau6.npz,/Users/ashtonperlroth/Kodiak/gaze-model/cache/people_fov/Pavel/m4_dpf_physics.npz,14607.191564147628,1008384.0,0.8870955905686723,0.9680738899423014,0.9003437185689332,0.5784357922945923,0.3927612422203071,5.555931938887225,10.35480865233974,2.629580741225774,3.4871721264896856,1.0863222867619413,0.09222397038828992,54.20416593505412,791770.6353881808,377033.6358991337,0.023195562785695692,0.8870955905686723,0.968445356025851,0.9010545698837966,1.93172180461461,2.8488494878000363,0.8279146183762336,0.8988302075399848,0.9677969558607584,0.8999685214368665,2.584685174933659,1.046096364302699,0.10971860143722738,71.31534706035444,1041716.9359742698,496055.6837972713,0.03574920543710425,0.9681631399589735,1.9744001381229157,0.7566282003876275,True,True,True,True,True,0.15945000045362914,0.23993686956075613,0.35115864808505864,-0.09421591470167971,0.37583289133896536,-0.011734616971312506,0.0002769340815429455,0.044895566292114886,0.04022592245924228,True,1.0,3.0,4.0,True,12.0,0.5,0.25,100.0,1000000.0,0.25,0.0,80.0,0.0,5000.0,True,2.0,6.0,0.2
