stage,subject,config_id,variant_id,aq_model,sigma_min,sigma_max,gamma,q_p10,q_p90,dur_s,cache_path,baseline_path,rate,n_samples,valid_frac,r_dot_x,r_dot_y,r_trk_x,r_trk_y,rms_x,rms_y,prec_x,prec_y,j30,raw_jump_ge3_frac,raw_step_p999_px,raw_speed_p999_px_s,raw_speed_p999_arcmin_s,oculo_valid_frac,oculo_r_dot_x,oculo_r_dot_y,oculo_prec_x,oculo_prec_y,oculo_j30,baseline_valid_frac,baseline_r_dot_x,baseline_r_dot_y,baseline_prec_x,baseline_j30,baseline_raw_jump_ge3_frac,baseline_raw_step_p999_px,baseline_raw_speed_p999_px_s,baseline_raw_speed_p999_arcmin_s,baseline_oculo_r_dot_x,baseline_oculo_prec_x,baseline_oculo_j30,gate_r_dot_x,gate_valid_frac,gate_prec_x,gate_j30,pass_hard_gates,raw_jump_reduction,raw_speed_p999_reduction,oculo_j30_reduction,score,delta_valid_frac,delta_r_dot_x,delta_prec_x,delta_j30,slew_gate,slew_max_deg_s,slew_gate_cost,slew_gate_saccade_p,hypothesis_velocity_cost,hypothesis_velocity_sigma_deg_s
prune,Ashton3,constant,constant_sg100_vc2,constant,2.0,2.0,1.0,0.0,1.0,5.0,/Users/ashtonperlroth/Kodiak/gaze-model/cache/people_fov/Ashton3/m4_dpf_physics_aq_constant_sg100_vc2_d5.npz,/Users/ashtonperlroth/Kodiak/gaze-model/cache/people_fov/Ashton3/m4_dpf_physics.npz,15031.283905967452,75144.0,0.974382518897051,0.8994177213732009,nan,0.24037805073998592,0.3705087059523236,8.38521107623444,0.0,3.9407387313461344,1.4174999308316636,0.9452772283400215,0.016671935346427146,40.74505303860972,612450.4599870445,291643.0761843069,0.974382518897051,0.9005403213633069,nan,3.225875450394972,0.8869779915011506,0.9271214909863748,0.9784318160650372,0.9014367987656342,nan,3.938571557794939,0.8648572085333406,0.023062314702225622,46.929101693048565,705404.6510002308,335906.9766667766,0.9026718585992022,3.1791756166460576,0.7367187404129467,True,True,True,False,False,0.27709184608350584,0.1317742814445321,-0.2584470030811259,-9.655745623242243,-0.004049297167986188,-0.002019077392433344,0.002167173551195223,0.0804200198066809,True,100.0,1000000.0,0.25,2.0,80.0
prune,Chong,constant,constant_sg100_vc2,constant,2.0,2.0,1.0,0.0,1.0,5.0,/Users/ashtonperlroth/Kodiak/gaze-model/cache/people_fov/Chong/m4_dpf_physics_aq_constant_sg100_vc2_d5.npz,/Users/ashtonperlroth/Kodiak/gaze-model/cache/people_fov/Chong/m4_dpf_physics.npz,15098.811989100817,75144.0,0.9545539231342489,0.9328617630150638,nan,0.013020677157139917,0.24519903577007282,6.964864425541595,0.0,5.525232106605299,1.968315904895468,1.1399342097988754,0.02773126978543792,51.99018015808269,784989.9554863703,373804.7407077953,0.9545539231342489,0.934188710117326,nan,4.539306817025473,1.3578965955300184,0.8730496963008658,0.9604079740380158,0.9343322129106959,nan,5.617280901737775,0.9487382937783284,0.04043321299638989,59.53635318790428,898928.2033008699,428061.0491908904,0.9356520662271203,4.6465877167536105,0.8263959021450873,True,True,True,False,False,0.31414627405658,0.1267489966341224,-0.05645453230670509,-9.573218362385974,-0.005854050903766894,-0.0014704498956320533,-0.09204879513247644,0.19119591602054697,True,100.0,1000000.0,0.25,2.0,80.0
