stage,subject,config_id,variant_id,aq_model,sigma_min,sigma_max,gamma,q_p10,q_p90,dur_s,cache_path,baseline_path,rate,n_samples,valid_frac,r_dot_x,r_dot_y,r_trk_x,r_trk_y,rms_x,rms_y,prec_x,prec_y,j30,raw_jump_ge3_frac,raw_step_p999_px,raw_speed_p999_px_s,raw_speed_p999_arcmin_s,oculo_valid_frac,oculo_r_dot_x,oculo_r_dot_y,oculo_prec_x,oculo_prec_y,oculo_j30,baseline_valid_frac,baseline_r_dot_x,baseline_r_dot_y,baseline_prec_x,baseline_j30,baseline_raw_jump_ge3_frac,baseline_raw_step_p999_px,baseline_raw_speed_p999_px_s,baseline_raw_speed_p999_arcmin_s,baseline_oculo_r_dot_x,baseline_oculo_prec_x,baseline_oculo_j30,gate_r_dot_x,gate_valid_frac,gate_prec_x,gate_j30,pass_hard_gates,raw_jump_reduction,raw_speed_p999_reduction,oculo_j30_reduction,score,delta_valid_frac,delta_r_dot_x,delta_prec_x,delta_j30,slew_gate,slew_max_deg_s,slew_gate_cost,slew_gate_saccade_p
prune,Ashton3,constant,constant,constant,2.0,2.0,1.0,0.0,1.0,5.0,/Users/ashtonperlroth/Kodiak/gaze-model/cache/people_fov/Ashton3/m4_dpf_physics_aq_constant_d5.npz,/Users/ashtonperlroth/Kodiak/gaze-model/cache/people_fov/Ashton3/m4_dpf_physics.npz,15031.283905967452,75144.0,0.974382518897051,0.8995014488926796,nan,0.24040931171194413,0.3706345672837136,8.381905040481763,0.0,3.9217231162936677,1.4186788739994507,0.9470980428026374,0.017469109501491265,41.28370079719824,620547.0273717017,295498.5844627151,0.974382518897051,0.9006140593393569,nan,3.206130788011975,0.8907424013033968,0.916150839636984,0.9784318160650372,0.9014367987656342,nan,3.938571557794939,0.8648572085333406,0.023062314702225622,46.929101693048565,705404.6510002308,335906.9766667766,0.9026718585992022,3.1791756166460576,0.7367187404129467,True,True,True,False,False,0.2425257513372925,0.1202963767083262,-0.24355576881818114,-9.698066814158926,-0.004049297167986188,-0.0019353498729546281,-0.016848441501271516,0.08224083426929685,False,,,
prune,Chong,constant,constant,constant,2.0,2.0,1.0,0.0,1.0,5.0,/Users/ashtonperlroth/Kodiak/gaze-model/cache/people_fov/Chong/m4_dpf_physics_aq_constant_d5.npz,/Users/ashtonperlroth/Kodiak/gaze-model/cache/people_fov/Chong/m4_dpf_physics.npz,15098.811989100817,75144.0,0.9545539231342489,0.9328163969624524,nan,0.012878610898452894,0.24514189808161516,6.967135382309736,0.0,5.517154804196735,1.969648238111242,1.1418220791848182,0.02943369679915582,52.553727919032696,793498.8571758333,377856.5986551587,0.9545539231342489,0.9341015464324496,nan,4.534384461023522,1.3618746502154264,0.8527216843248695,0.9604079740380158,0.9343322129106959,nan,5.617280901737775,0.9487382937783284,0.04043321299638989,59.53635318790428,898928.2033008699,428061.0491908904,0.9356520662271203,4.6465877167536105,0.8263959021450873,True,True,True,False,False,0.27204160594944976,0.11728338897133206,-0.03185613833690125,-9.618639039663444,-0.005854050903766894,-0.0015158159482434597,-0.10012609754104052,0.19308378540648974,False,,,
prune,Kathy,constant,constant,constant,2.0,2.0,1.0,0.0,1.0,5.0,/Users/ashtonperlroth/Kodiak/gaze-model/cache/people_fov/Kathy/m4_dpf_physics_aq_constant_d5.npz,/Users/ashtonperlroth/Kodiak/gaze-model/cache/people_fov/Kathy/m4_dpf_physics.npz,14594.36698858648,72720.0,0.9037541254125413,0.8469219315509015,nan,0.23080724650721052,0.14977721536963526,10.10359379940431,0.0,5.407623581058845,2.553514253553127,1.2089496360190743,0.05535973781034536,60.68989348945206,885730.5780832887,421776.465753947,0.9037541254125413,0.8485689916908676,nan,4.397138042590849,1.7677539127810078,1.210820382483675,0.9143507098613167,0.8483836338122818,nan,5.555507999419221,0.9404291351299268,0.07857986731695496,77.08890171373449,1125063.7223573143,535744.6296939593,0.8493552303996103,4.4887140689230565,1.0307168338166228,True,True,True,False,False,0.295497183940898,0.21272852329871378,-0.17473620567556847,-9.53545834417928,-0.010596584448775426,-0.0014617022613803154,-0.14788441836037602,0.2685205008891476,False,,,
prune,Pavel,constant,constant,constant,2.0,2.0,1.0,0.0,1.0,5.0,/Users/ashtonperlroth/Kodiak/gaze-model/cache/people_fov/Pavel/m4_dpf_physics_aq_constant_d5.npz,/Users/ashtonperlroth/Kodiak/gaze-model/cache/people_fov/Pavel/m4_dpf_physics.npz,14607.191564147628,72720.0,0.9077695269526953,0.8349636734174197,nan,0.4066179084892424,0.013006765818667807,10.494990900108958,0.0,4.650405340581269,1.7869689474705344,1.901039724899654,0.09108229936335331,62.98470959661602,920029.7186899778,438109.3898523703,0.9077695269526953,0.8355270841019241,nan,3.7160980790254525,1.2528390570499033,1.3959354852232275,0.9235719371268963,0.8355711840879816,nan,4.548913594074169,1.5431245243548588,0.13051832059922844,76.43786446018545,1116542.5289242808,531686.9185353718,0.837743059964686,3.68362930196047,0.9514692292310301,True,True,False,False,False,0.3021493155506343,0.17600118682772511,-0.4671367631630206,-9.638633688412396,-0.01580241017420103,-0.0006075106705618616,0.10149174650709991,0.3579152005447952,False,,,
