stage,subject,config_id,aq_model,sigma_min,sigma_max,gamma,q_p10,q_p90,dur_s,cache_path,baseline_path,rate,n_samples,valid_frac,r_dot_x,r_dot_y,r_trk_x,r_trk_y,rms_x,rms_y,prec_x,prec_y,j30,raw_jump_ge3_frac,raw_step_p999_px,raw_speed_p999_px_s,raw_speed_p999_arcmin_s,oculo_valid_frac,oculo_r_dot_x,oculo_r_dot_y,oculo_prec_x,oculo_prec_y,oculo_j30,baseline_valid_frac,baseline_r_dot_x,baseline_r_dot_y,baseline_prec_x,baseline_j30,baseline_raw_jump_ge3_frac,baseline_raw_step_p999_px,baseline_raw_speed_p999_px_s,baseline_raw_speed_p999_arcmin_s,baseline_oculo_r_dot_x,baseline_oculo_prec_x,baseline_oculo_j30,gate_r_dot_x,gate_valid_frac,gate_prec_x,gate_j30,pass_hard_gates,raw_jump_reduction,raw_speed_p999_reduction,oculo_j30_reduction,score,delta_valid_frac,delta_r_dot_x,delta_prec_x,delta_j30,slew_gate,slew_max_deg_s,slew_gate_cost,slew_gate_saccade_p
prune,Ashton3,qv_power_s2_6_g0p5,qv_power,2.0,6.0,0.5,0.2965904951095581,0.8045122027397156,1.0,/Users/ashtonperlroth/Kodiak/gaze-model/cache/people_fov/Ashton3/m4_dpf_physics_aq_qv_power_s2_6_g0p5_sg50_d1.npz,/Users/ashtonperlroth/Kodiak/gaze-model/cache/people_fov/Ashton3/m4_dpf_physics.npz,15031.283905967452,14544.0,0.9393564356435643,0.0,nan,0.04905492351551792,0.7495811380097358,4.054751715016551e-15,0.0,1.1762673562132164,0.8189452274776982,0.0,0.04013525433695972,40.70594857936364,611862.6697581273,291363.1760752987,0.9393564356435643,1.902873301383376e-17,nan,0.7691292487567325,0.64676738993038,0.0,0.940792974986695,nan,nan,1.021238167810378,0.0,0.04406755606017598,49.3034162862021,741093.6477320032,352901.73701523955,nan,0.6320891629789908,0.0,True,True,False,True,False,0.08923348773520708,0.17437874197055442,0.0,-9.736387770294238,-0.001436539343130705,nan,0.15502918840283852,0.0,True,50.0,1000000.0,0.25
