person,mode,band,op,dur_s,floor_hf,split_primary,split_rms_all,split_rms_hf,split_rms_slow,ratio,n_common,Rc,full_prec_x,full_r_dot_x,A_prec_x,B_prec_x,A_r_dot_x,B_r_dot_x,A_valid_frac,B_valid_frac,elapsed_s
Igor,evenodd,hf,b3_rp0.15,2.0,3.8805967550812466,3.4521871288130153,3.4738973463808343,3.4521871288130153,nan,0.8896021273771173,14542,7297.18349429324,4.031126604495999,0.8564623666390888,4.975139343702137,4.839697608950439,0.8494054307225295,0.8515372486545753,0.978295321435954,0.9777425578831312,47.65928816795349
Igor,block,slow,b3_rp0.15,2.0,3.8805967550812466,3.268229330709149,6.515323286717643,nan,3.268229330709149,0.8421976146915381,904,480.0,4.031126604495999,0.8564623666390888,5.679198139231845,5.302422898559599,0.8243673780894978,0.8724599039273865,0.9808222958057395,0.9791451579599422,46.968981981277466
