person,mode,band,op,dur_s,floor_hf,split_primary,split_rms_all,split_rms_hf,split_rms_slow,ratio,n_common,Rc,full_prec_x,full_r_dot_x,A_prec_x,B_prec_x,A_r_dot_x,B_r_dot_x,A_valid_frac,B_valid_frac,elapsed_s
Igor,evenodd,hf,b3_rp0.15,15.0,3.3820203844983685,3.0804202009398227,3.1034160628282863,3.0804202009398227,nan,0.9108224820462517,109055,7297.18349429324,3.2942418402809026,0.8918273475091998,4.1891258093015225,4.053689193379162,0.8570356352971992,0.857332838004051,0.9799400592053248,0.9795661365934369,214.7037971019745
Igor,block,slow,b3_rp0.15,15.0,3.3820203844983685,3.3740731692765262,6.5901907825095245,nan,3.3740731692765262,0.9976501575039971,7122,480.0,3.2942418402809026,0.8918273475091998,4.742280515779537,4.893675687968596,0.8503310118325405,0.8623140521087721,0.9825172895821072,0.980969970963355,209.91892099380493
